#{"t_start": 1659809486.244296, "env_id": "Pusher-v1"}
r,l,t
-0.109109,1,8570.491875
-0.171187,1,8582.273906
-0.168601,1,8591.643919
-0.109153,1,8602.809336
-0.148986,1,8612.655221
-0.162921,1,8629.107612
-0.04035,1,8642.756779
-0.162112,1,8657.502151
-0.216272,1,8669.756117
-0.174204,1,8681.113312
-0.158029,1,8693.271675
-0.114753,1,8707.585441
-0.047381,1,8717.329471
-0.121127,1,8730.13336
-0.120082,1,8745.612464
-0.070205,1,8755.803734
-0.077514,1,8769.78288
-0.122388,1,8781.183995
-0.158926,1,8792.619273
-0.209913,1,8803.729092
-0.120228,1,8820.803689
-0.117441,1,8834.226747
-0.048089,1,8847.259122
-0.09993,1,8863.714312
-0.202941,1,8875.781913
-0.086395,1,8887.835588
-0.208268,1,8897.577686
-0.209199,1,8907.487099
-0.198229,1,8922.60124
-0.139161,1,8935.062692
-0.1842,1,8945.964263
-0.211055,1,8954.487822
-0.144661,1,8962.597668
-0.072898,1,8970.947771
-0.189999,1,8980.303248
-0.062477,1,8994.309461
-0.120537,1,9005.422553
-0.162115,1,9014.744265
-0.205743,1,9025.33761
-0.131753,1,9039.95553
-0.074768,1,9058.096022
-0.252571,1,9072.747496
-0.245873,1,9083.289087
-0.155187,1,9089.593111
-0.168083,1,9104.002059
-0.126344,1,9120.794062
-0.170708,1,9132.52871
-0.199759,1,9141.703101
-0.154885,1,9150.349262
-0.059712,1,9160.073963
-0.159776,1,9170.564417
-0.14991,1,9181.180102
-0.167141,1,9193.690566
-0.063074,1,9207.437204
-0.22223,1,9220.836988
-0.158632,1,9240.361882
-0.20906,1,9254.646974
-0.133392,1,9266.545133
-0.145217,1,9277.784492
-0.134416,1,9299.560157
-0.130659,1,9314.108195
-0.085644,1,9325.906563
-0.10728,1,9338.417142
-0.155979,1,9352.141773
-0.145578,1,9364.259512
-0.114972,1,9377.8791
-0.160467,1,9388.528853
-0.157404,1,9401.154748
-0.193909,1,9412.462004
-0.078796,1,9421.524714
-0.182616,1,9433.64369
-0.132439,1,9445.380923
-0.149776,1,9455.58252
-0.142805,1,9464.740876
-0.149597,1,9475.689001
-0.041492,1,9487.524098
-0.141977,1,9494.083786
-0.135749,1,9503.174394
-0.151174,1,9517.263623
-0.226531,1,9528.293569
-0.185557,1,9541.720147
-0.091819,1,9551.601888
-0.155174,1,9561.449984
-0.200078,1,9574.058233
-0.113673,1,9587.733356
-0.086308,1,9596.997323
-0.137165,1,9609.9415
-0.158103,1,9620.187298
-0.125777,1,9630.709828
-0.195967,1,9642.477219
-0.062704,1,9657.117491
-0.169744,1,9669.129129
-0.173721,1,9679.85558
-0.163253,1,9689.694265
